county_state,county_fips,cases,risk_level_county,mean_vaccination_rate_county,popup_info
"Hill County, TX",48217,803,Higher Risk (60–69% vaccinated),67.33,<ul><li><b>76692</b>: Higher Risk (60–69% vaccinated)</li><li><b>76645</b>: Very High Risk (<60% vaccinated)</li><li><b>76621</b>: Higher Risk (60–69% vaccinated)</li><li><b>76660</b>: Medium Risk (70–79% vaccinated)</li><li><b>76691</b>: Higher Risk (60–69% vaccinated)</li><li><b>76628</b>: Very High Risk (<60% vaccinated)</li><li><b>76636</b>: Very High Risk (<60% vaccinated)</li><li><b>76648</b>: Higher Risk (60–69% vaccinated)</li><li><b>76666</b>: Lower Risk (80–84% vaccinated)</li><li><b>76673</b>: Very High Risk (<60% vaccinated)</li><li><b>76622</b>: Very High Risk (<60% vaccinated)</li><li><b>76050</b>: Higher Risk (60–69% vaccinated)</li><li><b>76670</b>: Higher Risk (60–69% vaccinated)</li><li><b>76676</b>: Very High Risk (<60% vaccinated)</li><li><b>76055</b>: Very High Risk (<60% vaccinated)</li><li><b>76627</b>: Higher Risk (60–69% vaccinated)</li><li><b>76650</b>: Higher Risk (60–69% vaccinated)</li><li><b>76093</b>: Very High Risk (<60% vaccinated)</li><li><b>76631</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hillsborough County, FL",12057,6,Higher Risk (60–69% vaccinated),60.59,<ul><li><b>33612</b>: Very High Risk (<60% vaccinated)</li><li><b>33530</b>: Uninhabited</li><li><b>33603</b>: Higher Risk (60–69% vaccinated)</li><li><b>33548</b>: Higher Risk (60–69% vaccinated)</li><li><b>33620</b>: Uninhabited</li><li><b>33635</b>: Higher Risk (60–69% vaccinated)</li><li><b>33503</b>: Very High Risk (<60% vaccinated)</li><li><b>33547</b>: Higher Risk (60–69% vaccinated)</li><li><b>33511</b>: Higher Risk (60–69% vaccinated)</li><li><b>33621</b>: Lowest Risk (85%+)</li><li><b>33584</b>: Very High Risk (<60% vaccinated)</li><li><b>33624</b>: Higher Risk (60–69% vaccinated)</li><li><b>33598</b>: Higher Risk (60–69% vaccinated)</li><li><b>33606</b>: Medium Risk (70–79% vaccinated)</li><li><b>33550</b>: Uninhabited</li><li><b>33610</b>: Very High Risk (<60% vaccinated)</li><li><b>33559</b>: Higher Risk (60–69% vaccinated)</li><li><b>33607</b>: Higher Risk (60–69% vaccinated)</li><li><b>33860</b>: Very High Risk (<60% vaccinated)</li><li><b>33573</b>: Higher Risk (60–69% vaccinated)</li><li><b>33604</b>: Very High Risk (<60% vaccinated)</li><li><b>33596</b>: Medium Risk (70–79% vaccinated)</li><li><b>33570</b>: Very High Risk (<60% vaccinated)</li><li><b>33572</b>: Higher Risk (60–69% vaccinated)</li><li><b>33613</b>: Very High Risk (<60% vaccinated)</li><li><b>33615</b>: Very High Risk (<60% vaccinated)</li><li><b>33609</b>: Medium Risk (70–79% vaccinated)</li><li><b>33617</b>: Higher Risk (60–69% vaccinated)</li><li><b>33611</b>: Medium Risk (70–79% vaccinated)</li><li><b>33647</b>: Higher Risk (60–69% vaccinated)</li><li><b>33810</b>: Very High Risk (<60% vaccinated)</li><li><b>33629</b>: Lower Risk (80–84% vaccinated)</li><li><b>33634</b>: Very High Risk (<60% vaccinated)</li><li><b>33527</b>: Very High Risk (<60% vaccinated)</li><li><b>33534</b>: Very High Risk (<60% vaccinated)</li><li><b>33540</b>: Very High Risk (<60% vaccinated)</li><li><b>33549</b>: Higher Risk (60–69% vaccinated)</li><li><b>33569</b>: Higher Risk (60–69% vaccinated)</li><li><b>33565</b>: Very High Risk (<60% vaccinated)</li><li><b>33605</b>: Very High Risk (<60% vaccinated)</li><li><b>33558</b>: Higher Risk (60–69% vaccinated)</li><li><b>33594</b>: Higher Risk (60–69% vaccinated)</li><li><b>33567</b>: Very High Risk (<60% vaccinated)</li><li><b>33637</b>: Higher Risk (60–69% vaccinated)</li><li><b>33563</b>: Very High Risk (<60% vaccinated)</li><li><b>33625</b>: Very High Risk (<60% vaccinated)</li><li><b>33614</b>: Very High Risk (<60% vaccinated)</li><li><b>33578</b>: Higher Risk (60–69% vaccinated)</li><li><b>33602</b>: Medium Risk (70–79% vaccinated)</li><li><b>33556</b>: Higher Risk (60–69% vaccinated)</li><li><b>33616</b>: Higher Risk (60–69% vaccinated)</li><li><b>33618</b>: Higher Risk (60–69% vaccinated)</li><li><b>33510</b>: Higher Risk (60–69% vaccinated)</li><li><b>33579</b>: Medium Risk (70–79% vaccinated)</li><li><b>33566</b>: Higher Risk (60–69% vaccinated)</li><li><b>33592</b>: Very High Risk (<60% vaccinated)</li><li><b>33619</b>: Very High Risk (<60% vaccinated)</li><li><b>33626</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hillsborough County, NH",33011,0,Medium Risk (70–79% vaccinated),76.45,<ul><li><b>03101</b>: Medium Risk (70–79% vaccinated)</li><li><b>03043</b>: Higher Risk (60–69% vaccinated)</li><li><b>03070</b>: Higher Risk (60–69% vaccinated)</li><li><b>03060</b>: Higher Risk (60–69% vaccinated)</li><li><b>03033</b>: Medium Risk (70–79% vaccinated)</li><li><b>03086</b>: Higher Risk (60–69% vaccinated)</li><li><b>03281</b>: Medium Risk (70–79% vaccinated)</li><li><b>03442</b>: Very High Risk (<60% vaccinated)</li><li><b>03076</b>: Medium Risk (70–79% vaccinated)</li><li><b>03064</b>: Medium Risk (70–79% vaccinated)</li><li><b>03057</b>: Very High Risk (<60% vaccinated)</li><li><b>03051</b>: Medium Risk (70–79% vaccinated)</li><li><b>03110</b>: Lower Risk (80–84% vaccinated)</li><li><b>03063</b>: Medium Risk (70–79% vaccinated)</li><li><b>03102</b>: Medium Risk (70–79% vaccinated)</li><li><b>03109</b>: Medium Risk (70–79% vaccinated)</li><li><b>03054</b>: Medium Risk (70–79% vaccinated)</li><li><b>03084</b>: Very High Risk (<60% vaccinated)</li><li><b>03449</b>: Higher Risk (60–69% vaccinated)</li><li><b>03062</b>: Medium Risk (70–79% vaccinated)</li><li><b>03045</b>: Medium Risk (70–79% vaccinated)</li><li><b>03071</b>: Higher Risk (60–69% vaccinated)</li><li><b>03082</b>: Higher Risk (60–69% vaccinated)</li><li><b>03104</b>: Medium Risk (70–79% vaccinated)</li><li><b>03047</b>: Higher Risk (60–69% vaccinated)</li><li><b>03458</b>: Medium Risk (70–79% vaccinated)</li><li><b>03048</b>: Higher Risk (60–69% vaccinated)</li><li><b>03244</b>: Higher Risk (60–69% vaccinated)</li><li><b>03103</b>: Medium Risk (70–79% vaccinated)</li><li><b>03049</b>: Medium Risk (70–79% vaccinated)</li><li><b>03055</b>: Higher Risk (60–69% vaccinated)</li><li><b>03440</b>: Higher Risk (60–69% vaccinated)</li><li><b>03052</b>: Medium Risk (70–79% vaccinated)</li><li><b>03031</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hillsdale County, MI",26059,28,Medium Risk (70–79% vaccinated),74.83,<ul><li><b>49258</b>: Uninhabited</li><li><b>49274</b>: Higher Risk (60–69% vaccinated)</li><li><b>49247</b>: Medium Risk (70–79% vaccinated)</li><li><b>49249</b>: Medium Risk (70–79% vaccinated)</li><li><b>49220</b>: Medium Risk (70–79% vaccinated)</li><li><b>49288</b>: Higher Risk (60–69% vaccinated)</li><li><b>49282</b>: Medium Risk (70–79% vaccinated)</li><li><b>49242</b>: Medium Risk (70–79% vaccinated)</li><li><b>49246</b>: Medium Risk (70–79% vaccinated)</li><li><b>49250</b>: Medium Risk (70–79% vaccinated)</li><li><b>49227</b>: Higher Risk (60–69% vaccinated)</li><li><b>49252</b>: Medium Risk (70–79% vaccinated)</li><li><b>49255</b>: Medium Risk (70–79% vaccinated)</li><li><b>49271</b>: Higher Risk (60–69% vaccinated)</li><li><b>49232</b>: Higher Risk (60–69% vaccinated)</li><li><b>49082</b>: Medium Risk (70–79% vaccinated)</li><li><b>49233</b>: Medium Risk (70–79% vaccinated)</li><li><b>49266</b>: Higher Risk (60–69% vaccinated)</li><li><b>49262</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hinds County, MS",28049,0,Very High Risk (<60% vaccinated),56.58,<ul><li><b>39211</b>: Medium Risk (70–79% vaccinated)</li><li><b>39269</b>: Uninhabited</li><li><b>39170</b>: Higher Risk (60–69% vaccinated)</li><li><b>39041</b>: Higher Risk (60–69% vaccinated)</li><li><b>39217</b>: Uninhabited</li><li><b>39174</b>: Uninhabited</li><li><b>39059</b>: Higher Risk (60–69% vaccinated)</li><li><b>39210</b>: Uninhabited</li><li><b>39203</b>: Very High Risk (<60% vaccinated)</li><li><b>39175</b>: Higher Risk (60–69% vaccinated)</li><li><b>39154</b>: Higher Risk (60–69% vaccinated)</li><li><b>39058</b>: Uninhabited</li><li><b>39066</b>: Higher Risk (60–69% vaccinated)</li><li><b>39071</b>: Medium Risk (70–79% vaccinated)</li><li><b>39201</b>: Higher Risk (60–69% vaccinated)</li><li><b>39204</b>: Very High Risk (<60% vaccinated)</li><li><b>39056</b>: Medium Risk (70–79% vaccinated)</li><li><b>39272</b>: Higher Risk (60–69% vaccinated)</li><li><b>39209</b>: Very High Risk (<60% vaccinated)</li><li><b>39216</b>: Medium Risk (70–79% vaccinated)</li><li><b>39202</b>: Medium Risk (70–79% vaccinated)</li><li><b>39212</b>: Higher Risk (60–69% vaccinated)</li><li><b>39206</b>: Higher Risk (60–69% vaccinated)</li><li><b>39213</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Hinsdale County, CO",08053,27,Medium Risk (70–79% vaccinated),76.46,<ul><li><b>81130</b>: Medium Risk (70–79% vaccinated)</li><li><b>81235</b>: Higher Risk (60–69% vaccinated)</li><li><b>81147</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hitchcock County, NE",31087,1,Higher Risk (60–69% vaccinated),69.4,<ul><li><b>69043</b>: Higher Risk (60–69% vaccinated)</li><li><b>69044</b>: Higher Risk (60–69% vaccinated)</li><li><b>69045</b>: Higher Risk (60–69% vaccinated)</li><li><b>69024</b>: Very High Risk (<60% vaccinated)</li><li><b>69001</b>: Higher Risk (60–69% vaccinated)</li><li><b>69040</b>: Very High Risk (<60% vaccinated)</li></ul>
"Hocking County, OH",39073,38,Medium Risk (70–79% vaccinated),76.68,<ul><li><b>43111</b>: Medium Risk (70–79% vaccinated)</li><li><b>43130</b>: Medium Risk (70–79% vaccinated)</li><li><b>43138</b>: Medium Risk (70–79% vaccinated)</li><li><b>43135</b>: Higher Risk (60–69% vaccinated)</li><li><b>43766</b>: Higher Risk (60–69% vaccinated)</li><li><b>45654</b>: Medium Risk (70–79% vaccinated)</li><li><b>43144</b>: Lowest Risk (85%+)</li><li><b>43102</b>: Medium Risk (70–79% vaccinated)</li><li><b>43152</b>: Medium Risk (70–79% vaccinated)</li><li><b>43155</b>: Lower Risk (80–84% vaccinated)</li><li><b>43149</b>: Medium Risk (70–79% vaccinated)</li><li><b>43127</b>: Lowest Risk (85%+)</li><li><b>43107</b>: Medium Risk (70–79% vaccinated)</li><li><b>45622</b>: Medium Risk (70–79% vaccinated)</li><li><b>45764</b>: Medium Risk (70–79% vaccinated)</li><li><b>43158</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hockley County, TX",48219,803,Higher Risk (60–69% vaccinated),61.34,<ul><li><b>79353</b>: Very High Risk (<60% vaccinated)</li><li><b>79380</b>: Medium Risk (70–79% vaccinated)</li><li><b>79336</b>: Higher Risk (60–69% vaccinated)</li><li><b>79367</b>: Higher Risk (60–69% vaccinated)</li><li><b>79372</b>: Very High Risk (<60% vaccinated)</li><li><b>79313</b>: Higher Risk (60–69% vaccinated)</li><li><b>79339</b>: Very High Risk (<60% vaccinated)</li><li><b>79358</b>: Very High Risk (<60% vaccinated)</li><li><b>79363</b>: Higher Risk (60–69% vaccinated)</li><li><b>79382</b>: Higher Risk (60–69% vaccinated)</li><li><b>79407</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Hodgeman County, KS",20083,90,Higher Risk (60–69% vaccinated),65.52,<ul><li><b>67835</b>: Very High Risk (<60% vaccinated)</li><li><b>67563</b>: Very High Risk (<60% vaccinated)</li><li><b>67876</b>: Medium Risk (70–79% vaccinated)</li><li><b>67849</b>: Very High Risk (<60% vaccinated)</li><li><b>67854</b>: Very High Risk (<60% vaccinated)</li><li><b>67523</b>: Very High Risk (<60% vaccinated)</li><li><b>67547</b>: Very High Risk (<60% vaccinated)</li><li><b>67801</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Hoke County, NC",37093,0,Higher Risk (60–69% vaccinated),65.45,<ul><li><b>28376</b>: Higher Risk (60–69% vaccinated)</li><li><b>28315</b>: Higher Risk (60–69% vaccinated)</li><li><b>28364</b>: Higher Risk (60–69% vaccinated)</li><li><b>28306</b>: Higher Risk (60–69% vaccinated)</li><li><b>28304</b>: Higher Risk (60–69% vaccinated)</li><li><b>28386</b>: Higher Risk (60–69% vaccinated)</li><li><b>28371</b>: Higher Risk (60–69% vaccinated)</li><li><b>28357</b>: Higher Risk (60–69% vaccinated)</li><li><b>28377</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Holmes County, FL",12059,6,Medium Risk (70–79% vaccinated),77.4,<ul><li><b>32464</b>: Medium Risk (70–79% vaccinated)</li><li><b>32455</b>: Higher Risk (60–69% vaccinated)</li><li><b>32425</b>: Medium Risk (70–79% vaccinated)</li><li><b>32440</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Holmes County, MS",28051,0,Very High Risk (<60% vaccinated),55.46,<ul><li><b>39063</b>: Higher Risk (60–69% vaccinated)</li><li><b>39192</b>: Medium Risk (70–79% vaccinated)</li><li><b>39038</b>: Higher Risk (60–69% vaccinated)</li><li><b>39146</b>: Higher Risk (60–69% vaccinated)</li><li><b>39095</b>: Higher Risk (60–69% vaccinated)</li><li><b>39169</b>: Very High Risk (<60% vaccinated)</li><li><b>38924</b>: Medium Risk (70–79% vaccinated)</li><li><b>38954</b>: Very High Risk (<60% vaccinated)</li><li><b>39079</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Holmes County, OH",39075,38,Lower Risk (80–84% vaccinated),80.82,<ul><li><b>44661</b>: Higher Risk (60–69% vaccinated)</li><li><b>44660</b>: Uninhabited</li><li><b>44654</b>: Higher Risk (60–69% vaccinated)</li><li><b>44624</b>: Higher Risk (60–69% vaccinated)</li><li><b>44687</b>: Uninhabited</li><li><b>44690</b>: Uninhabited</li><li><b>44638</b>: Medium Risk (70–79% vaccinated)</li><li><b>44611</b>: Higher Risk (60–69% vaccinated)</li><li><b>44637</b>: Higher Risk (60–69% vaccinated)</li><li><b>44681</b>: Higher Risk (60–69% vaccinated)</li><li><b>44627</b>: Higher Risk (60–69% vaccinated)</li><li><b>44628</b>: Medium Risk (70–79% vaccinated)</li><li><b>44633</b>: Higher Risk (60–69% vaccinated)</li><li><b>44610</b>: Uninhabited</li><li><b>44676</b>: Higher Risk (60–69% vaccinated)</li><li><b>44842</b>: Medium Risk (70–79% vaccinated)</li><li><b>43804</b>: Very High Risk (<60% vaccinated)</li><li><b>43006</b>: Medium Risk (70–79% vaccinated)</li><li><b>44689</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Holt County, MO",29087,6,Medium Risk (70–79% vaccinated),74.67,<ul><li><b>64451</b>: Lower Risk (80–84% vaccinated)</li><li><b>64487</b>: Medium Risk (70–79% vaccinated)</li><li><b>64466</b>: Higher Risk (60–69% vaccinated)</li><li><b>64473</b>: Medium Risk (70–79% vaccinated)</li><li><b>64470</b>: Higher Risk (60–69% vaccinated)</li><li><b>64437</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Holt County, NE",31089,1,Medium Risk (70–79% vaccinated),73.8,<ul><li><b>68823</b>: Medium Risk (70–79% vaccinated)</li><li><b>68763</b>: Higher Risk (60–69% vaccinated)</li><li><b>68726</b>: Very High Risk (<60% vaccinated)</li><li><b>68746</b>: Higher Risk (60–69% vaccinated)</li><li><b>68777</b>: Medium Risk (70–79% vaccinated)</li><li><b>68766</b>: Medium Risk (70–79% vaccinated)</li><li><b>68780</b>: Higher Risk (60–69% vaccinated)</li><li><b>68735</b>: Higher Risk (60–69% vaccinated)</li><li><b>68734</b>: Uninhabited</li><li><b>68713</b>: Higher Risk (60–69% vaccinated)</li><li><b>68725</b>: Medium Risk (70–79% vaccinated)</li><li><b>68742</b>: Medium Risk (70–79% vaccinated)</li><li><b>68711</b>: Medium Risk (70–79% vaccinated)</li><li><b>68764</b>: Very High Risk (<60% vaccinated)</li></ul>
"Honolulu County, HI",15003,2,NA,NA,<ul><li><b>NA</b>: NA</li></ul>
"Hood County, TX",48221,803,Higher Risk (60–69% vaccinated),67.49,<ul><li><b>76433</b>: Higher Risk (60–69% vaccinated)</li><li><b>76033</b>: Higher Risk (60–69% vaccinated)</li><li><b>76048</b>: Higher Risk (60–69% vaccinated)</li><li><b>76035</b>: Higher Risk (60–69% vaccinated)</li><li><b>76462</b>: Higher Risk (60–69% vaccinated)</li><li><b>76476</b>: Higher Risk (60–69% vaccinated)</li><li><b>76049</b>: Higher Risk (60–69% vaccinated)</li><li><b>76087</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hood River County, OR",41027,1,Lower Risk (80–84% vaccinated),81.82,<ul><li><b>97014</b>: Lowest Risk (85%+)</li><li><b>97041</b>: Medium Risk (70–79% vaccinated)</li><li><b>97031</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hooker County, NE",31091,1,Higher Risk (60–69% vaccinated),67.74,<ul><li><b>69152</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hoonah-Angoon County, AK",02105,3,NA,NA,<ul><li><b>NA</b>: NA</li></ul>
"Hopewell County, VA",51670,4,Higher Risk (60–69% vaccinated),67.91,<ul><li><b>23860</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hopkins County, KY",21107,13,Medium Risk (70–79% vaccinated),74.66,<ul><li><b>42431</b>: Medium Risk (70–79% vaccinated)</li><li><b>42445</b>: Medium Risk (70–79% vaccinated)</li><li><b>42408</b>: Lower Risk (80–84% vaccinated)</li><li><b>42450</b>: Lower Risk (80–84% vaccinated)</li><li><b>42464</b>: Medium Risk (70–79% vaccinated)</li><li><b>42440</b>: Medium Risk (70–79% vaccinated)</li><li><b>42410</b>: Higher Risk (60–69% vaccinated)</li><li><b>42413</b>: Lower Risk (80–84% vaccinated)</li><li><b>42453</b>: Higher Risk (60–69% vaccinated)</li><li><b>42441</b>: Lowest Risk (85%+)</li><li><b>42456</b>: Lower Risk (80–84% vaccinated)</li><li><b>42436</b>: Lower Risk (80–84% vaccinated)</li><li><b>42442</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Hopkins County, TX",48223,803,Medium Risk (70–79% vaccinated),72.66,<ul><li><b>75482</b>: Higher Risk (60–69% vaccinated)</li><li><b>75440</b>: Higher Risk (60–69% vaccinated)</li><li><b>75472</b>: Higher Risk (60–69% vaccinated)</li><li><b>75481</b>: Uninhabited</li><li><b>75494</b>: Higher Risk (60–69% vaccinated)</li><li><b>75431</b>: Very High Risk (<60% vaccinated)</li><li><b>75478</b>: Lower Risk (80–84% vaccinated)</li><li><b>75453</b>: Higher Risk (60–69% vaccinated)</li><li><b>75420</b>: Higher Risk (60–69% vaccinated)</li><li><b>75437</b>: Medium Risk (70–79% vaccinated)</li><li><b>75433</b>: Very High Risk (<60% vaccinated)</li><li><b>75471</b>: Higher Risk (60–69% vaccinated)</li><li><b>75497</b>: Very High Risk (<60% vaccinated)</li></ul>
"Horry County, SC",45051,16,Very High Risk (<60% vaccinated),59.97,<ul><li><b>29526</b>: Higher Risk (60–69% vaccinated)</li><li><b>29544</b>: Higher Risk (60–69% vaccinated)</li><li><b>29575</b>: Very High Risk (<60% vaccinated)</li><li><b>29527</b>: Higher Risk (60–69% vaccinated)</li><li><b>29581</b>: Higher Risk (60–69% vaccinated)</li><li><b>29572</b>: Very High Risk (<60% vaccinated)</li><li><b>29576</b>: Higher Risk (60–69% vaccinated)</li><li><b>29545</b>: Higher Risk (60–69% vaccinated)</li><li><b>29569</b>: Very High Risk (<60% vaccinated)</li><li><b>29582</b>: Very High Risk (<60% vaccinated)</li><li><b>29511</b>: Higher Risk (60–69% vaccinated)</li><li><b>29579</b>: Higher Risk (60–69% vaccinated)</li><li><b>29577</b>: Very High Risk (<60% vaccinated)</li><li><b>29568</b>: Higher Risk (60–69% vaccinated)</li><li><b>29588</b>: Higher Risk (60–69% vaccinated)</li><li><b>29566</b>: Very High Risk (<60% vaccinated)</li></ul>
"Hot Spring County, AR",05059,8,Medium Risk (70–79% vaccinated),71.54,<ul><li><b>71923</b>: Higher Risk (60–69% vaccinated)</li><li><b>72104</b>: Higher Risk (60–69% vaccinated)</li><li><b>71901</b>: Higher Risk (60–69% vaccinated)</li><li><b>71913</b>: Higher Risk (60–69% vaccinated)</li><li><b>71943</b>: Higher Risk (60–69% vaccinated)</li><li><b>71921</b>: Very High Risk (<60% vaccinated)</li><li><b>71929</b>: Higher Risk (60–69% vaccinated)</li><li><b>71941</b>: Lower Risk (80–84% vaccinated)</li><li><b>71942</b>: Uninhabited</li><li><b>71964</b>: Medium Risk (70–79% vaccinated)</li><li><b>71933</b>: Higher Risk (60–69% vaccinated)</li><li><b>72167</b>: Medium Risk (70–79% vaccinated)</li><li><b>72084</b>: Higher Risk (60–69% vaccinated)</li></ul>
