Zip Code,Municipality,State,Est. Mean Vaccination Rate,Measles Risk Level,Measles Cases per State
92066,Ranchita,CA,81.76,Low Risk (80–84%),25
99223,Spokane,WA,76.9,Medium Risk (70–79%),11
99324,College Place,WA,80.78,Low Risk (80–84%),11
85704,Tucson,AZ,80.09,Low Risk (80–84%),205
92056,Oceanside,CA,75.26,Medium Risk (70–79%),25
74011,Broken Arrow,OK,72.81,Medium Risk (70–79%),17
75165,Waxahachie,TX,70.87,Medium Risk (70–79%),803
72631,Eureka Springs,AR,64.26,High Risk (60–69%),8
92067,Rancho Santa Fe,CA,75.85,Medium Risk (70–79%),25
99330,Eltopia,WA,59.53,Very High Risk (<60%),11
99337,Kennewick,WA,73.99,Medium Risk (70–79%),11
81025,Boone,CO,68.73,High Risk (60–69%),35
81030,Cheraw,CO,75.49,Medium Risk (70–79%),35
85705,Tucson,AZ,64.45,High Risk (60–69%),205
70507,Lafayette,LA,60.7,High Risk (60–69%),3
91016,Monrovia,CA,74.28,Medium Risk (70–79%),25
87516,NA,NA,64.38,High Risk (60–69%),15
71067,Princeton,LA,63.59,High Risk (60–69%),3
88252,Jal,NM,53.47,Very High Risk (<60%),100
85713,Tucson,AZ,68.83,High Risk (60–69%),205
99341,Lind,WA,75.8,Medium Risk (70–79%),11
99343,Mesa,WA,52.93,Very High Risk (<60%),11
99345,NA,NA,76.3,Medium Risk (70–79%),15
97813,Athena,OR,73.47,Medium Risk (70–79%),1
88232,Hagerman,NM,53.61,Very High Risk (<60%),100
74012,Broken Arrow,OK,73.35,Medium Risk (70–79%),17
88253,Lake Arthur,NM,60.87,High Risk (60–69%),100
85714,Tucson,AZ,63.4,High Risk (60–69%),205
85715,Tucson,AZ,81.21,Low Risk (80–84%),205
81419,Hotchkiss,CO,72.14,Medium Risk (70–79%),35
72949,Ozark,AR,75.69,Medium Risk (70–79%),8
74833,Castle,OK,63.77,High Risk (60–69%),17
76262,Roanoke,TX,71.56,Medium Risk (70–79%),803
76264,Sadler,TX,72.89,Medium Risk (70–79%),803
99025,Newman Lake,WA,65.98,High Risk (60–69%),11
99026,Nine Mile Falls,WA,72.47,Medium Risk (70–79%),11
98831,Manson,WA,64.19,High Risk (60–69%),11
98834,Methow,WA,60.98,High Risk (60–69%),11
98836,Monitor,WA,62.79,High Risk (60–69%),11
84539,Sunnyside,UT,80.5,Low Risk (80–84%),176
70455,Robert,LA,60.68,High Risk (60–69%),3
85281,Tempe,AZ,68.99,High Risk (60–69%),205
74836,NA,NA,65.27,High Risk (60–69%),15
74839,Dustin,OK,76.55,Medium Risk (70–79%),17
74842,Fittstown,OK,96.5,Lowest Risk (85%+),17
74844,NA,NA,67.3,High Risk (60–69%),15
99029,Reardan,WA,70.65,Medium Risk (70–79%),11
99033,Tekoa,WA,66.36,High Risk (60–69%),11
99036,Valleyford,WA,57.31,Very High Risk (<60%),11
99118,Curlew,WA,65.3,High Risk (60–69%),11
83866,NA,NA,74.11,Medium Risk (70–79%),15
83870,Tensed,ID,63.42,High Risk (60–69%),13
89704,Washoe Valley,NV,78.89,Medium Risk (70–79%),2
70456,Roseland,LA,59.36,Very High Risk (<60%),3
76266,Sanger,TX,72.91,Medium Risk (70–79%),803
92673,San Clemente,CA,74.72,Medium Risk (70–79%),25
99113,Colton,WA,77.56,Medium Risk (70–79%),11
99126,Evans,WA,67.71,High Risk (60–69%),11
83876,Worley,ID,69.27,High Risk (60–69%),13
99128,Farmington,WA,43.26,Very High Risk (<60%),11
97341,Depoe Bay,OR,59.14,Very High Risk (<60%),1
90804,Long Beach,CA,71.8,Medium Risk (70–79%),25
75150,Mesquite,TX,62.68,High Risk (60–69%),803
76270,Sunset,TX,66.35,High Risk (60–69%),803
76271,Tioga,TX,70.76,Medium Risk (70–79%),803
99135,Hartline,WA,75.38,Medium Risk (70–79%),11
99147,Lincoln,WA,71.96,Medium Risk (70–79%),11
99148,Loon Lake,WA,65.48,High Risk (60–69%),11
98846,Pateros,WA,70.37,Medium Risk (70–79%),11
98848,Quincy,WA,68.77,High Risk (60–69%),11
97344,Falls City,OR,85.97,Lowest Risk (85%+),1
72539,Glencoe,AR,77.83,Medium Risk (70–79%),8
72540,Guion,AR,75.41,Medium Risk (70–79%),8
92675,San Juan Capistrano,CA,70.14,Medium Risk (70–79%),25
76301,Wichita Falls,TX,56.56,Very High Risk (<60%),803
76302,Wichita Falls,TX,68.03,High Risk (60–69%),803
99150,Malo,WA,68.07,High Risk (60–69%),11
99205,Spokane,WA,77.42,Medium Risk (70–79%),11
99207,Spokane,WA,72.9,Medium Risk (70–79%),11
99216,Spokane,WA,80.2,Low Risk (80–84%),11
98851,Soap Lake,WA,67.67,High Risk (60–69%),11
98852,Stehekin,WA,89.3,Lowest Risk (85%+),11
75640,Diana,TX,72.91,Medium Risk (70–79%),803
81003,Pueblo,CO,72.49,Medium Risk (70–79%),35
74856,Mill Creek,OK,77.75,Medium Risk (70–79%),17
76306,Wichita Falls,TX,62.54,High Risk (60–69%),803
90808,Long Beach,CA,78.93,Medium Risk (70–79%),25
85295,Gilbert,AZ,78.43,Medium Risk (70–79%),205
70463,NA,NA,65.24,High Risk (60–69%),15
70464,NA,NA,64.33,High Risk (60–69%),15
90810,Long Beach,CA,71.47,Medium Risk (70–79%),25
98857,Warden,WA,54.53,Very High Risk (<60%),11
98901,Yakima,WA,67.39,High Risk (60–69%),11
92027,Escondido,CA,68.83,High Risk (60–69%),25
71033,Greenwood,LA,68.12,High Risk (60–69%),3
73951,Tyrone,OK,42.89,Very High Risk (<60%),17
74857,Newalla,OK,63.52,High Risk (60–69%),17
76309,Wichita Falls,TX,71.09,Medium Risk (70–79%),803
92691,Mission Viejo,CA,77.58,Medium Risk (70–79%),25
99154,Mohler,WA,76.77,Medium Risk (70–79%),11
99161,Palouse,WA,59.34,Very High Risk (<60%),11
98923,Cowiche,WA,62.05,High Risk (60–69%),11
98933,Harrah,WA,44.69,Very High Risk (<60%),11
98934,Kittitas,WA,78.12,Medium Risk (70–79%),11
72544,Henderson,AR,68.7,High Risk (60–69%),8
92028,Fallbrook,CA,62,High Risk (60–69%),25
92694,Ladera Ranch,CA,78.17,Medium Risk (70–79%),25
92701,Santa Ana,CA,59.63,Very High Risk (<60%),25
74865,Roff,OK,74.35,Medium Risk (70–79%),17
92704,Santa Ana,CA,65.49,High Risk (60–69%),25
80461,Leadville,CO,65.69,High Risk (60–69%),35
90805,Long Beach,CA,67.73,High Risk (60–69%),25
85284,Tempe,AZ,79.74,Medium Risk (70–79%),205
98935,Mabton,WA,51.59,Very High Risk (<60%),11
98936,Moxee,WA,65.94,High Risk (60–69%),11
72554,Mammoth Spring,AR,71.83,Medium Risk (70–79%),8
92029,Escondido,CA,69.89,High Risk (60–69%),25
74873,Tecumseh,OK,69.84,High Risk (60–69%),17
74875,Tryon,OK,71.9,Medium Risk (70–79%),17
92780,Tustin,CA,75.47,Medium Risk (70–79%),25
72041,De Valls Bluff,AR,66.67,High Risk (60–69%),8
80478,Tabernash,CO,67.34,High Risk (60–69%),35
98938,Outlook,WA,59.05,Very High Risk (<60%),11
72022,Bryant,AR,74.13,Medium Risk (70–79%),8
75146,Lancaster,TX,65.59,High Risk (60–69%),803
85646,Tubac,AZ,49.88,Very High Risk (<60%),205
75651,Harleton,TX,56.42,Very High Risk (<60%),803
76377,Petrolia,TX,68.87,High Risk (60–69%),803
76379,Scotland,TX,65.91,High Risk (60–69%),803
74902,Pocola,OK,70.15,Medium Risk (70–79%),17
99167,Rice,WA,72.73,Medium Risk (70–79%),11
99170,Rosalia,WA,68.17,High Risk (60–69%),11
73448,Marietta,OK,55.31,Very High Risk (<60%),17
87418,La Plata,NM,72.13,Medium Risk (70–79%),100
71044,Ida,LA,66.16,High Risk (60–69%),3
92037,La Jolla,CA,77.24,Medium Risk (70–79%),25
72561,Mount Pleasant,AR,71.71,Medium Risk (70–79%),8
74930,Bokoshe,OK,68.92,High Risk (60–69%),17
92805,Anaheim,CA,66.15,High Risk (60–69%),25
75155,Rice,TX,49.32,Very High Risk (<60%),803
84620,Aurora,UT,71.48,Medium Risk (70–79%),176
84622,Centerfield,UT,61.35,High Risk (60–69%),176
75147,Mabank,TX,68.93,High Risk (60–69%),803
70448,Mandeville,LA,74.34,Medium Risk (70–79%),3
74006,Bartlesville,OK,69.68,High Risk (60–69%),17
92807,Anaheim,CA,78.26,Medium Risk (70–79%),25
98942,Selah,WA,75.25,Medium Risk (70–79%),11
70466,Tickfaw,LA,55.97,Very High Risk (<60%),3
70449,Maurepas,LA,59.21,Very High Risk (<60%),3
71047,Keithville,LA,67.49,High Risk (60–69%),3
72566,Pineville,AR,69.32,High Risk (60–69%),8
98947,Tieton,WA,51.26,Very High Risk (<60%),11
99003,Chattaroy,WA,68.76,High Risk (60–69%),11
99179,Uniontown,WA,58.96,Very High Risk (<60%),11
99181,Valley,WA,62.19,High Risk (60–69%),11
70450,Mount Hermon,LA,66.1,High Risk (60–69%),3
80451,Hot Sulphur Springs,CO,66.1,High Risk (60–69%),35
81007,Pueblo,CO,77.22,Medium Risk (70–79%),35
72568,Pleasant Plains,AR,69.95,High Risk (60–69%),8
72577,Sidney,AR,62.83,High Risk (60–69%),8
99009,Elk,WA,66.9,High Risk (60–69%),11
99011,Fairchild Air Force Base,WA,94.07,Lowest Risk (85%+),11
83846,Mullan,ID,77.23,Medium Risk (70–79%),13
98813,Bridgeport,WA,68.05,High Risk (60–69%),11
89523,Reno,NV,76.59,Medium Risk (70–79%),2
85266,Scottsdale,AZ,76.8,Medium Risk (70–79%),205
72025,Casa,AR,73.01,Medium Risk (70–79%),8
85658,Marana,AZ,72.62,Medium Risk (70–79%),205
99013,Ford,WA,64.67,High Risk (60–69%),11
99016,Greenacres,WA,75.38,Medium Risk (70–79%),11
83854,Post Falls,ID,75.67,Medium Risk (70–79%),13
83855,Potlatch,ID,70.12,Medium Risk (70–79%),13
73458,Springer,OK,81.26,Low Risk (80–84%),17
72579,Sulphur Rock,AR,73.07,Medium Risk (70–79%),8
72583,Viola,AR,72.73,Medium Risk (70–79%),8
99019,Liberty Lake,WA,82.96,Low Risk (80–84%),11
99021,Mead,WA,70.5,Medium Risk (70–79%),11
99023,Mica,WA,76.11,Medium Risk (70–79%),11
83857,Princeton,ID,69.16,High Risk (60–69%),13
98828,Malaga,WA,66.65,High Risk (60–69%),11
90802,Long Beach,CA,71.53,Medium Risk (70–79%),25
81022,Avondale,CO,68.93,High Risk (60–69%),35
76261,Ringgold,TX,73.7,Medium Risk (70–79%),803
88341,Nogal,NM,59.47,Very High Risk (<60%),100
71129,Shreveport,LA,67.17,High Risk (60–69%),3
73566,Snyder,OK,70.75,Medium Risk (70–79%),17
85340,Litchfield Park,AZ,76.72,Medium Risk (70–79%),205
81131,Crestone,CO,69.58,High Risk (60–69%),35
72730,Farmington,AR,81.1,Low Risk (80–84%),8
92124,San Diego,CA,77.05,Medium Risk (70–79%),25
70067,Lafitte,LA,64.82,High Risk (60–69%),3
90037,Los Angeles,CA,61.98,High Risk (60–69%),25
87029,Lindrith,NM,65.95,High Risk (60–69%),100
90043,Los Angeles,CA,68.84,High Risk (60–69%),25
80031,Westminster,CO,70.01,Medium Risk (70–79%),35
92126,San Diego,CA,71.16,Medium Risk (70–79%),25
85934,NA,NA,69.41,High Risk (60–69%),15
72739,Hiwasse,AR,71.87,Medium Risk (70–79%),8
69128,Bushnell,NE,70.64,Medium Risk (70–79%),5
67449,Herington,KS,73.69,Medium Risk (70–79%),91
69129,Chappell,NE,66.79,High Risk (60–69%),5
80023,Broomfield,CO,72.87,Medium Risk (70–79%),35
85034,Phoenix,AZ,64.25,High Risk (60–69%),205
70068,LA Place,LA,59.25,Very High Risk (<60%),3
84043,Lehi,UT,81.87,Low Risk (80–84%),176
80101,Agate,CO,72.33,Medium Risk (70–79%),35
90044,Los Angeles,CA,61.76,High Risk (60–69%),25
88411,Bard,NM,69.15,High Risk (60–69%),100
75780,NA,NA,67.97,High Risk (60–69%),15
74060,Prue,OK,83.31,Low Risk (80–84%),17
67451,Hope,KS,56.69,Very High Risk (<60%),91
67452,Hunter,KS,44.16,Very High Risk (<60%),91
45760,Middleport,OH,73.54,Medium Risk (70–79%),40
84040,Layton,UT,76.02,Medium Risk (70–79%),176
90040,Los Angeles,CA,65.68,High Risk (60–69%),25
85035,Phoenix,AZ,64.65,High Risk (60–69%),205
71223,Bonita,LA,60.11,High Risk (60–69%),3
67456,Lindsborg,KS,76.37,Medium Risk (70–79%),91
45764,Nelsonville,OH,74.72,Medium Risk (70–79%),40
97054,Deer Island,OR,55.46,Very High Risk (<60%),1
90041,Los Angeles,CA,79.71,Medium Risk (70–79%),25
84041,Layton,UT,81.38,Low Risk (80–84%),176
75039,Irving,TX,75.02,Medium Risk (70–79%),803
85042,Phoenix,AZ,67.3,High Risk (60–69%),205
72742,Kingston,AR,78.72,Medium Risk (70–79%),8
72760,Saint Paul,AR,78.39,Medium Risk (70–79%),8
45768,Newport,OH,70.96,Medium Risk (70–79%),40
45770,Portland,OH,73.61,Medium Risk (70–79%),40
69140,Grant,NE,57.63,Very High Risk (<60%),5
75034,Frisco,TX,76.44,Medium Risk (70–79%),803
73034,Edmond,OK,78.48,Medium Risk (70–79%),17
80030,Westminster,CO,67.17,High Risk (60–69%),35
85040,Phoenix,AZ,63.58,High Risk (60–69%),205
71720,Bearden,AR,68.34,High Risk (60–69%),8
71722,Bluff City,AR,71.46,Medium Risk (70–79%),8
92128,San Diego,CA,80.21,Low Risk (80–84%),25
75784,Reklaw,TX,56.04,Very High Risk (<60%),803
92129,San Diego,CA,74.02,Medium Risk (70–79%),25
45771,Racine,OH,76.05,Medium Risk (70–79%),40
45772,Reedsville,OH,78.3,Medium Risk (70–79%),40
92103,San Diego,CA,80.24,Low Risk (80–84%),25
90011,Los Angeles,CA,61.19,High Risk (60–69%),25
80012,Aurora,CO,60.69,High Risk (60–69%),35
90018,Los Angeles,CA,70.15,Medium Risk (70–79%),25
89835,Wells,NV,71.85,Medium Risk (70–79%),2
91106,Pasadena,CA,78.75,Medium Risk (70–79%),25
89084,North Las Vegas,NV,75.71,Medium Risk (70–79%),2
73549,Headrick,OK,43.89,Very High Risk (<60%),17
97408,Eugene,OR,77.67,Medium Risk (70–79%),1
75791,Whitehouse,TX,70.76,Medium Risk (70–79%),803
75792,Winona,TX,64.59,High Risk (60–69%),803
45773,Reno,OH,71.45,Medium Risk (70–79%),40
45775,Rutland,OH,69.38,High Risk (60–69%),40
45778,Stewart,OH,85.53,Lowest Risk (85%+),40
75204,Dallas,TX,71.54,Medium Risk (70–79%),803
76052,Haslet,TX,74.42,Medium Risk (70–79%),803
97035,Lake Oswego,OR,81.73,Low Risk (80–84%),1
70058,Harvey,LA,60.09,High Risk (60–69%),3
75212,Dallas,TX,52.76,Very High Risk (<60%),803
87566,Ohkay Owingeh,NM,62.72,High Risk (60–69%),100
91324,Northridge,CA,71.85,Medium Risk (70–79%),25
72113,Maumelle,AR,74.48,Medium Risk (70–79%),8
67514,Arlington,KS,57.71,Very High Risk (<60%),91
69167,Tryon,NE,74.13,Medium Risk (70–79%),5
69168,Venango,NE,50.56,Very High Risk (<60%),5
69170,Wellfleet,NE,62.1,High Risk (60–69%),5
67460,McPherson,KS,69.32,High Risk (60–69%),91
69143,Hershey,NE,66.09,High Risk (60–69%),5
45784,Vincent,OH,71.6,Medium Risk (70–79%),40
91214,La Crescenta,CA,76.75,Medium Risk (70–79%),25
84662,Spring City,UT,65.5,High Risk (60–69%),176
73551,Hollister,OK,37.41,Very High Risk (<60%),17
80526,Fort Collins,CO,76.35,Medium Risk (70–79%),35
73552,Indiahoma,OK,88.56,Lowest Risk (85%+),17
71229,Collinston,LA,65.34,High Risk (60–69%),3
88422,Gladstone,NM,76.84,Medium Risk (70–79%),100
81146,Mosca,CO,76.37,Medium Risk (70–79%),35
69144,Keystone,NE,68.07,High Risk (60–69%),5
45786,Waterford,OH,72.97,Medium Risk (70–79%),40
73539,Elmer,OK,75.34,Medium Risk (70–79%),17
91301,Agoura Hills,CA,85.33,Lowest Risk (85%+),25
73540,Faxon,OK,71.85,Medium Risk (70–79%),17
75207,Dallas,TX,60.81,High Risk (60–69%),803
91326,Porter Ranch,CA,80.46,Low Risk (80–84%),25
80532,Glen Haven,CO,69.5,High Risk (60–69%),35
70543,Iota,LA,66.02,High Risk (60–69%),3
71237,Epps,LA,52.96,Very High Risk (<60%),3
85939,Taylor,AZ,76.38,Medium Risk (70–79%),205
45789,Wingett Run,OH,74.41,Medium Risk (70–79%),40
69145,Kimball,NE,71.36,Medium Risk (70–79%),5
70528,Delcambre,LA,62.2,High Risk (60–69%),3
91302,Calabasas,CA,86.41,Lowest Risk (85%+),25
97403,Eugene,OR,70.03,Medium Risk (70–79%),1
91331,Pacoima,CA,64.68,High Risk (60–69%),25
80534,Johnstown,CO,76.37,Medium Risk (70–79%),35
70544,Jeanerette,LA,57.13,Very High Risk (<60%),3
73557,Medicine Park,OK,69.33,High Risk (60–69%),17
91340,San Fernando,CA,66.99,High Risk (60–69%),25
92113,San Diego,CA,64.94,High Risk (60–69%),25
81101,Alamosa,CO,69.87,High Risk (60–69%),35
97876,Summerville,OR,81.21,Low Risk (80–84%),1
74052,NA,NA,89.42,Lowest Risk (85%+),15
69151,Maxwell,NE,70.96,Medium Risk (70–79%),5
45804,Lima,OH,63.07,High Risk (60–69%),40
67490,Wilson,KS,65.05,High Risk (60–69%),91
70531,Egan,LA,66.19,High Risk (60–69%),3
73559,Mountain Park,OK,91.33,Lowest Risk (85%+),17
84723,NA,NA,63.91,High Risk (60–69%),15
84724,Elsinore,UT,69.47,High Risk (60–69%),176
71201,Monroe,LA,67.83,High Risk (60–69%),3
88348,San Patricio,NM,48.5,Very High Risk (<60%),100
67491,Windom,KS,63.41,High Risk (60–69%),91
69155,Paxton,NE,75.67,Medium Risk (70–79%),5
69156,Potter,NE,69.75,High Risk (60–69%),5
72106,Mayflower,AR,67.08,High Risk (60–69%),8
84665,Sterling,UT,77.76,Medium Risk (70–79%),176
72117,North Little Rock,AR,64.38,High Risk (60–69%),8
85338,Goodyear,AZ,75.97,Medium Risk (70–79%),205
72714,Bella Vista,AR,79.94,Medium Risk (70–79%),8
69157,Purdum,NE,67.23,High Risk (60–69%),5
69161,Seneca,NE,81.24,Low Risk (80–84%),5
45817,Bluffton,OH,66.14,High Risk (60–69%),40
67505,South Hutchinson,KS,63.73,High Risk (60–69%),91
45821,Cecil,OH,69.09,High Risk (60–69%),40
87553,Penasco,NM,66.75,High Risk (60–69%),100
84667,Wales,UT,65.72,High Risk (60–69%),176
91306,Winnetka,CA,67.82,High Risk (60–69%),25
70534,Estherwood,LA,64.06,High Risk (60–69%),3
97404,Eugene,OR,72.98,Medium Risk (70–79%),1
87579,Vadito,NM,71.88,Medium Risk (70–79%),100
87582,Velarde,NM,51.6,Very High Risk (<60%),100
92117,San Diego,CA,76.69,Medium Risk (70–79%),25
72717,Canehill,AR,82.14,Low Risk (80–84%),8
74055,Owasso,OK,74.84,Medium Risk (70–79%),17
67510,Abbyville,KS,34.6,Very High Risk (<60%),91
69165,Sutherland,NE,78.39,Medium Risk (70–79%),5
73542,Frederick,OK,63.25,High Risk (60–69%),17
72118,North Little Rock,AR,63.91,High Risk (60–69%),8
73564,Roosevelt,OK,70.64,Medium Risk (70–79%),17
97883,Union,OR,79.93,Medium Risk (70–79%),1
72722,Decatur,AR,68.27,High Risk (60–69%),8
90036,Los Angeles,CA,85.23,Lowest Risk (85%+),25
70065,Kenner,LA,63.53,High Risk (60–69%),3
89048,Pahrump,NV,71.1,Medium Risk (70–79%),2
72111,Mount Vernon,AR,66.22,High Risk (60–69%),8
85339,Laveen,AZ,73.39,Medium Risk (70–79%),205
72120,Sherwood,AR,71.35,Medium Risk (70–79%),8
88353,Vaughn,NM,39.62,Very High Risk (<60%),100
92119,San Diego,CA,73.88,Medium Risk (70–79%),25
92120,San Diego,CA,80.88,Low Risk (80–84%),25
92121,San Diego,CA,76.22,Medium Risk (70–79%),25
75750,Arp,TX,62.37,High Risk (60–69%),803
85747,Tucson,AZ,75.93,Medium Risk (70–79%),205
92107,San Diego,CA,75.16,Medium Risk (70–79%),25
89030,North Las Vegas,NV,64.57,High Risk (60–69%),2
97030,Gresham,OR,79.37,Medium Risk (70–79%),1
75705,Tyler,TX,57.16,Very High Risk (<60%),803
85743,Tucson,AZ,74.85,Medium Risk (70–79%),205
81523,Glade Park,CO,82.3,Low Risk (80–84%),35
70041,Buras,LA,58.51,Very High Risk (<60%),3
75019,Coppell,TX,73.13,Medium Risk (70–79%),803
90019,Los Angeles,CA,77.89,Medium Risk (70–79%),25
92108,San Diego,CA,78.3,Medium Risk (70–79%),25
81087,Vilas,CO,20.07,Very High Risk (<60%),35
85750,Tucson,AZ,76.97,Medium Risk (70–79%),205
74037,Jenks,OK,74.18,Medium Risk (70–79%),17
85755,Tucson,AZ,80.22,Low Risk (80–84%),205
90024,Los Angeles,CA,83.16,Low Risk (80–84%),25
89031,North Las Vegas,NV,69.7,High Risk (60–69%),2
80017,Aurora,CO,65.53,High Risk (60–69%),35
71414,NA,NA,77.98,Medium Risk (70–79%),15
76011,Arlington,TX,58.48,Very High Risk (<60%),803
74401,Muskogee,OK,67.82,High Risk (60–69%),17
89020,Amargosa Valley,NV,60.62,High Risk (60–69%),2
71640,Eudora,AR,62.91,High Risk (60–69%),8
75756,Brownsboro,TX,67.97,High Risk (60–69%),803
85757,Tucson,AZ,71.88,Medium Risk (70–79%),205
88330,Holloman Air Force Base,NM,95.45,Lowest Risk (85%+),100
70057,Hahnville,LA,57.04,Very High Risk (<60%),3
75024,Plano,TX,77.17,Medium Risk (70–79%),803
81526,Palisade,CO,63.89,High Risk (60–69%),35
92305,Angelus Oaks,CA,92.39,Lowest Risk (85%+),25
71642,Fountain Hill,AR,65.13,High Risk (60–69%),8
97026,Gervais,OR,62.72,High Risk (60–69%),1
81091,Weston,CO,70.29,Medium Risk (70–79%),35
92111,San Diego,CA,68.9,High Risk (60–69%),25
85028,Phoenix,AZ,78.09,Medium Risk (70–79%),205
73020,Choctaw,OK,69.83,High Risk (60–69%),17
73021,Colony,OK,80.61,Low Risk (80–84%),17
73025,Edmond,OK,73.05,Medium Risk (70–79%),17
81610,Dinosaur,CO,73.65,Medium Risk (70–79%),35
86301,Prescott,AZ,76.19,Medium Risk (70–79%),205
76016,Arlington,TX,75.76,Medium Risk (70–79%),803
97027,Gladstone,OR,76.78,Medium Risk (70–79%),1
80015,Aurora,CO,77.42,Medium Risk (70–79%),35
74047,Mounds,OK,63.94,High Risk (60–69%),17
71454,Montgomery,LA,59.14,Very High Risk (<60%),3
75025,Plano,TX,72.33,Medium Risk (70–79%),803
71424,Elmer,LA,81.3,Low Risk (80–84%),3
87521,Chamisal,NM,63.08,High Risk (60–69%),100
86326,Cottonwood,AZ,70.68,Medium Risk (70–79%),205
74434,Fort Gibson,OK,81.07,Low Risk (80–84%),17
80516,Erie,CO,74.8,Medium Risk (70–79%),35
74421,Beggs,OK,63.35,High Risk (60–69%),17
76018,Arlington,TX,67.77,High Risk (60–69%),803
75173,Nevada,TX,57.38,Very High Risk (<60%),803
71456,Natchez,LA,60.33,High Risk (60–69%),3
76039,Euless,TX,69.91,High Risk (60–69%),803
86331,Jerome,AZ,66.52,High Risk (60–69%),205
90033,Los Angeles,CA,64.61,High Risk (60–69%),25
71658,Montrose,AR,68.48,High Risk (60–69%),8
73026,Norman,OK,69.19,High Risk (60–69%),17
71439,Hornbeck,LA,72.19,Medium Risk (70–79%),3
86314,Prescott Valley,AZ,73.56,Medium Risk (70–79%),205
97383,Stayton,OR,75.84,Medium Risk (70–79%),1
87523,NA,NA,72.18,Medium Risk (70–79%),15
73529,Comanche,OK,64.82,High Risk (60–69%),17
74436,Haskell,OK,67.97,High Risk (60–69%),17
76040,Euless,TX,67.14,High Risk (60–69%),803
92339,Forest Falls,CA,76.83,Medium Risk (70–79%),25
87535,Glorieta,NM,67.09,High Risk (60–69%),100
97401,Eugene,OR,75.27,Medium Risk (70–79%),1
86315,Prescott Valley,AZ,69.52,High Risk (60–69%),205
74427,Cookson,OK,76.76,Medium Risk (70–79%),17
74428,Council Hill,OK,71.25,Medium Risk (70–79%),17
87527,Dixon,NM,58.91,Very High Risk (<60%),100
85320,Aguila,AZ,61.64,High Risk (60–69%),205
91105,Pasadena,CA,79.07,Medium Risk (70–79%),25
84652,Redmond,UT,71.34,Medium Risk (70–79%),176
71459,Fort Polk,LA,92.83,Lowest Risk (85%+),3
71461,New Llano,LA,51.64,Very High Risk (<60%),3
92342,Helendale,CA,72.67,Medium Risk (70–79%),25
73537,Eldorado,OK,66.87,High Risk (60–69%),17
74429,Coweta,OK,72.9,Medium Risk (70–79%),17
92316,Bloomington,CA,59.57,Very High Risk (<60%),25
92320,Calimesa,CA,73.55,Medium Risk (70–79%),25
75181,Mesquite,TX,67.94,High Risk (60–69%),803
70514,Baldwin,LA,56.71,Very High Risk (<60%),3
75182,Sunnyvale,TX,71.3,Medium Risk (70–79%),803
97389,Tangent,OR,63.64,High Risk (60–69%),1
85321,Ajo,AZ,60.21,High Risk (60–69%),205
92344,Hesperia,CA,70.68,Medium Risk (70–79%),25
74445,Morris,OK,65.17,High Risk (60–69%),17
75028,Flower Mound,TX,80.16,Low Risk (80–84%),803
71663,Portland,AR,58.97,Very High Risk (<60%),8
86325,Cornville,AZ,62.2,High Risk (60–69%),205
85012,Phoenix,AZ,79.9,Medium Risk (70–79%),205
87529,El Prado,NM,65.19,High Risk (60–69%),100
91201,Glendale,CA,80.58,Low Risk (80–84%),25
76050,Grandview,TX,66.95,High Risk (60–69%),803
86351,Sedona,AZ,66.1,High Risk (60–69%),205
90025,Los Angeles,CA,88.5,Lowest Risk (85%+),25
97032,Hubbard,OR,62.31,High Risk (60–69%),1
85024,Phoenix,AZ,76.09,Medium Risk (70–79%),205
75023,Plano,TX,73.69,Medium Risk (70–79%),803
84007,Bluebell,UT,78.18,Medium Risk (70–79%),176
97011,Brightwood,OR,66.99,High Risk (60–69%),1
84655,Santaquin,UT,76.81,Medium Risk (70–79%),176
85323,Avondale,AZ,70.82,Medium Risk (70–79%),205
84656,Scipio,UT,89,Lowest Risk (85%+),176
71473,Sikes,LA,77.74,Medium Risk (70–79%),3
74450,Oktaha,OK,83.94,Low Risk (80–84%),17
97034,Lake Oswego,OR,78.92,Medium Risk (70–79%),1
89012,Henderson,NV,81.76,Low Risk (80–84%),2
85013,Phoenix,AZ,71.01,Medium Risk (70–79%),205
75007,Carrollton,TX,66.84,High Risk (60–69%),803
70518,Broussard,LA,66.51,High Risk (60–69%),3
84657,Sigurd,UT,69.13,High Risk (60–69%),176
75203,Dallas,TX,52.43,Very High Risk (<60%),803
92347,Hinkley,CA,62.83,High Risk (60–69%),25
74451,Park Hill,OK,73.03,Medium Risk (70–79%),17
84028,Garden City,UT,69.82,High Risk (60–69%),176
87018,Counselor,NM,76.76,Medium Risk (70–79%),100
70520,Carencro,LA,64.62,High Risk (60–69%),3
72103,Mabelvale,AR,57.28,Very High Risk (<60%),8
91206,Glendale,CA,81.54,Low Risk (80–84%),25
97845,John Day,OR,79.33,Medium Risk (70–79%),1
92352,Lake Arrowhead,CA,72.21,Medium Risk (70–79%),25
74454,Porter,OK,65.43,High Risk (60–69%),17
92102,San Diego,CA,68.4,High Risk (60–69%),25
72655,Mount Judea,AR,88.69,Lowest Risk (85%+),8
84010,Bountiful,UT,82.2,Low Risk (80–84%),176
84013,Cedar Valley,UT,77.73,Medium Risk (70–79%),176
73010,Blanchard,OK,69.37,High Risk (60–69%),17
97015,Clackamas,OR,78.13,Medium Risk (70–79%),1
