Zip Code,Municipality,State,Est. Mean Vaccination Rate,Measles Risk Level,Measles Cases per State
15301,Washington,PA,75.94,Medium Risk (70–79%),16
15658,Ligonier,PA,73.14,Medium Risk (70–79%),16
15601,Greensburg,PA,75.66,Medium Risk (70–79%),16
30114,Canton,GA,75.27,Medium Risk (70–79%),10
30281,Stockbridge,GA,76.01,Medium Risk (70–79%),10
31044,Jeffersonville,GA,67.74,High Risk (60–69%),10
31419,Savannah,GA,62.91,High Risk (60–69%),10
30137,Emerson,GA,68.71,High Risk (60–69%),10
30184,White,GA,69.29,High Risk (60–69%),10
31519,Broxton,GA,63.51,High Risk (60–69%),10
30427,Glennville,GA,64.45,High Risk (60–69%),10
30824,Thomson,GA,65.77,High Risk (60–69%),10
89421,Mc Dermitt,NV,74.83,Medium Risk (70–79%),2
48225,Harper Woods,MI,77.66,Medium Risk (70–79%),29
08072,NA,NA,67.9,High Risk (60–69%),15
07821,Andover,NJ,69.82,High Risk (60–69%),11
08820,Edison,NJ,72.27,Medium Risk (70–79%),11
63556,Milan,MO,65.87,High Risk (60–69%),6
63456,Monroe City,MO,68.6,High Risk (60–69%),6
98563,Montesano,WA,76.35,Medium Risk (70–79%),11
64083,Raymore,MO,85.12,Lowest Risk (85%+),6
65667,Hartville,MO,69.95,High Risk (60–69%),6
65041,Hermann,MO,73.15,Medium Risk (70–79%),6
59010,Bighorn,MT,80.4,Low Risk (80–84%),36
59432,Dupuyer,MT,68.21,High Risk (60–69%),36
37705,Andersonville,TN,72.69,Medium Risk (70–79%),8
38464,Lawrenceburg,TN,76.25,Medium Risk (70–79%),8
37327,Dunlap,TN,71.22,Medium Risk (70–79%),8
37064,Franklin,TN,78.26,Medium Risk (70–79%),8
38501,Cookeville,TN,70.91,Medium Risk (70–79%),8
37385,Tellico Plains,TN,74.17,Medium Risk (70–79%),8
37185,Waverly,TN,78.36,Medium Risk (70–79%),8
37847,Pioneer,TN,84.63,Low Risk (80–84%),8
37032,Cedar Hill,TN,70.01,Medium Risk (70–79%),8
28560,New Bern,NC,70.06,Medium Risk (70–79%),2
62663,NA,NA,75.77,Medium Risk (70–79%),15
60091,Wilmette,IL,80.62,Low Risk (80–84%),14
40014,Crestwood,KY,76.72,Medium Risk (70–79%),13
41701,Fisty,KY,77.8,Medium Risk (70–79%),13
41701,Dice,KY,77.8,Medium Risk (70–79%),13
41701,Hazard,KY,77.8,Medium Risk (70–79%),13
40828,Evarts,KY,76.06,Medium Risk (70–79%),13
40330,Harrodsburg,KY,74.97,Medium Risk (70–79%),13
41041,Flemingsburg,KY,73.69,Medium Risk (70–79%),13
42256,Lewisburg,KY,74.17,Medium Risk (70–79%),13
41314,Booneville,KY,84.13,Low Risk (80–84%),13
42160,Park City,KY,69.92,High Risk (60–69%),13
42323,Beechmont,KY,81.88,Low Risk (80–84%),13
53516,Blanchardville,WI,75.98,Medium Risk (70–79%),36
54868,Rice Lake,WI,75.74,Medium Risk (70–79%),36
54806,Ashland,WI,66.94,High Risk (60–69%),36
54634,Hillsboro,WI,67.99,High Risk (60–69%),36
53934,Friendship,WI,61.78,High Risk (60–69%),36
44615,Carrollton,OH,69.32,High Risk (60–69%),40
45205,Cincinnati,OH,56.05,Very High Risk (<60%),40
50477,Swaledale,IA,25.78,Very High Risk (<60%),9
50478,Thompson,IA,60.8,High Risk (60–69%),9
55923,Chatfield,MN,79.31,Medium Risk (70–79%),26
55003,Bayport,MN,71.82,Medium Risk (70–79%),26
55962,Peterson,MN,48.34,Very High Risk (<60%),26
64137,Kansas City,MO,76.18,Medium Risk (70–79%),6
58481,Spiritwood,ND,71.72,Medium Risk (70–79%),36
07311,Jersey City,NJ,78.41,Medium Risk (70–79%),11
08863,Fords,NJ,69.41,High Risk (60–69%),11
85936,Saint Johns,AZ,68.98,High Risk (60–69%),205
85324,Black Canyon City,AZ,62.9,High Risk (60–69%),205
32780,Orlando,FL,62.46,High Risk (60–69%),7
32780,Titusville,FL,62.46,High Risk (60–69%),7
33980,Punta Gorda,FL,62.05,High Risk (60–69%),7
46617,South Bend,IN,73.54,Medium Risk (70–79%),10
47601,Boonville,IN,77.23,Medium Risk (70–79%),10
46173,Rushville,IN,72.92,Medium Risk (70–79%),10
46738,Garrett,IN,79.52,Medium Risk (70–79%),10
24558,Halifax,VA,78.88,Medium Risk (70–79%),5
24483,Vesuvius,VA,81.39,Low Risk (80–84%),5
23917,Boydton,VA,76.8,Medium Risk (70–79%),5
23185,Williamsburg,VA,71.36,Medium Risk (70–79%),5
16238,Manorville,PA,79.65,Medium Risk (70–79%),16
16101,New Castle,PA,72.67,Medium Risk (70–79%),16
15211,Pittsburgh,PA,74.41,Medium Risk (70–79%),16
97479,Sutherlin,OR,77.37,Medium Risk (70–79%),1
16054,NA,NA,92.36,Lowest Risk (85%+),15
39305,Meridian,MS,69.22,High Risk (60–69%),0
39153,Raleigh,MS,67.87,High Risk (60–69%),0
38863,Pontotoc,MS,69.12,High Risk (60–69%),0
38703,Greenville,MS,61.08,High Risk (60–69%),0
38858,Nettleton,MS,72.53,Medium Risk (70–79%),0
38611,Byhalia,MS,74.36,Medium Risk (70–79%),0
38848,Greenwood Springs,MS,72.76,Medium Risk (70–79%),0
39747,Kilmichael,MS,72.84,Medium Risk (70–79%),0
72396,Wynne,AR,71.58,Medium Risk (70–79%),8
72651,Midway,AR,66.88,High Risk (60–69%),8
71647,Hermitage,AR,54.38,Very High Risk (<60%),8
74365,Salina,OK,69.65,High Risk (60–69%),17
71467,Pollock,LA,52.93,Very High Risk (<60%),3
70040,Braithwaite,LA,59.49,Very High Risk (<60%),3
71032,Grand Cane,LA,55.33,Very High Risk (<60%),3
70113,New Orleans,LA,56.47,Very High Risk (<60%),3
70443,Independence,LA,61,High Risk (60–69%),3
71234,Downsville,LA,64.94,High Risk (60–69%),3
88434,San Jon,NM,77.16,Medium Risk (70–79%),100
10037,New York,NY,70.17,Medium Risk (70–79%),26
78840,Del Rio,TX,60.47,High Risk (60–69%),803
75751,Athens,TX,62.73,High Risk (60–69%),803
76437,Cisco,TX,70.22,Medium Risk (70–79%),803
75941,Diboll,TX,61.52,High Risk (60–69%),803
76470,Ranger,TX,70.7,Medium Risk (70–79%),803
76082,Springtown,TX,67.8,High Risk (60–69%),803
77484,Waller,TX,63.1,High Risk (60–69%),803
78076,Zapata,TX,50.81,Very High Risk (<60%),803
77859,Hearne,TX,66.37,High Risk (60–69%),803
75482,Sulphur Springs,TX,69.14,High Risk (60–69%),803
24589,Scottsburg,VA,86.25,Lowest Risk (85%+),5
23513,Norfolk,VA,69.17,High Risk (60–69%),5
36051,Marbury,AL,71.6,Medium Risk (70–79%),1
35126,Pinson,AL,63.31,High Risk (60–69%),1
26508,Morgantown,WV,72.73,Medium Risk (70–79%),0
26378,Jane Lew,WV,75.67,Medium Risk (70–79%),0
25541,Milton,WV,69.38,High Risk (60–69%),0
26866,Upper Tract,WV,74.19,Medium Risk (70–79%),0
25063,Duck,WV,78.56,Medium Risk (70–79%),0
77316,Montgomery,TX,71.57,Medium Risk (70–79%),803
92040,Lakeside,CA,66.96,High Risk (60–69%),25
96001,Redding,CA,68.84,High Risk (60–69%),25
90211,Beverly Hills,CA,88.14,Lowest Risk (85%+),25
90814,Long Beach,CA,78.81,Medium Risk (70–79%),25
92866,Orange,CA,75.05,Medium Risk (70–79%),25
65254,Glasgow,MO,81.51,Low Risk (80–84%),6
95369,Snelling,CA,65.61,High Risk (60–69%),25
96091,Trinity Center,CA,75.82,Medium Risk (70–79%),25
93546,Mammoth Lakes,CA,64.06,High Risk (60–69%),25
95605,West Sacramento,CA,65.71,High Risk (60–69%),25
93461,Shandon,CA,60.59,High Risk (60–69%),25
94019,Half Moon Bay,CA,58.98,Very High Risk (<60%),25
78387,Sinton,TX,58.59,Very High Risk (<60%),803
77954,Cuero,TX,55.44,Very High Risk (<60%),803
01585,West Brookfield,MA,80.51,Low Risk (80–84%),0
48202,Detroit,MI,69.02,High Risk (60–69%),29
48456,Minden City,MI,70.15,Medium Risk (70–79%),29
66040,La Cygne,KS,70.25,Medium Risk (70–79%),91
66419,Denison,KS,77.79,Medium Risk (70–79%),91
82225,Lusk,WY,89.44,Lowest Risk (85%+),15
25565,Spurlockville,WV,74.44,Medium Risk (70–79%),0
90265,Malibu,CA,82.51,Low Risk (80–84%),25
25962,Rainelle,WV,74.68,Medium Risk (70–79%),0
25045,Clendenin,WV,72.98,Medium Risk (70–79%),0
25045,Falling Rock,WV,72.98,Medium Risk (70–79%),0
24986,White Sulphur Springs,WV,72.77,Medium Risk (70–79%),0
25514,Fort Gay,WV,76.22,Medium Risk (70–79%),0
08006,Barnegat Light,NJ,72.52,Medium Risk (70–79%),11
03101,Manchester,NH,79.06,Medium Risk (70–79%),0
68531,Lincoln,NE,66.19,High Risk (60–69%),5
69210,Ainsworth,NE,61.81,High Risk (60–69%),5
11414,Howard Beach,NY,78.34,Medium Risk (70–79%),26
29349,Inman,SC,67.89,High Risk (60–69%),224
29710,Clover,SC,73.78,Medium Risk (70–79%),224
29944,Varnville,SC,62.83,High Risk (60–69%),224
35085,Jemison,AL,69.67,High Risk (60–69%),1
08056,Mickleton,NJ,69.64,High Risk (60–69%),11
58831,Alexander,ND,76.94,Medium Risk (70–79%),36
71071,Sarepta,LA,57.34,Very High Risk (<60%),3
04758,Mars Hill,ME,74.58,Medium Risk (70–79%),0
04260,New Gloucester,ME,72.39,Medium Risk (70–79%),0
04294,Wilton,ME,74.67,Medium Risk (70–79%),0
04740,Easton,ME,77.97,Medium Risk (70–79%),0
21622,Church Creek,MD,81.75,Low Risk (80–84%),3
78661,NA,NA,77.17,Medium Risk (70–79%),15
35580,Parrish,AL,64.43,High Risk (60–69%),1
36029,Fitzpatrick,AL,71.64,Medium Risk (70–79%),1
36432,Castleberry,AL,77.34,Medium Risk (70–79%),1
72530,Drasco,AR,70.43,Medium Risk (70–79%),8
72087,Lonsdale,AR,64.02,High Risk (60–69%),8
84063,Randlett,UT,73.62,Medium Risk (70–79%),176
84530,La Sal,UT,65.59,High Risk (60–69%),176
84761,Parowan,UT,72.99,Medium Risk (70–79%),176
84037,Kaysville,UT,82.4,Low Risk (80–84%),176
84713,Beaver,UT,73.11,Medium Risk (70–79%),176
19383,West Chester,PA,73.61,Medium Risk (70–79%),16
17034,Highspire,PA,69.02,High Risk (60–69%),16
17508,Brownstown,PA,77.7,Medium Risk (70–79%),16
15745,Heilwood,PA,70.66,Medium Risk (70–79%),16
15348,NA,NA,89.1,Lowest Risk (85%+),15
56628,Bigfork,MN,65.82,High Risk (60–69%),26
32008,Branford,FL,71.6,Medium Risk (70–79%),7
32681,NA,NA,88.97,Lowest Risk (85%+),15
31029,Forsyth,GA,67.36,High Risk (60–69%),10
61051,Milledgeville,IL,69.3,High Risk (60–69%),14
93285,Wofford Heights,CA,70.71,Medium Risk (70–79%),25
96076,Platina,CA,64.88,High Risk (60–69%),25
95327,Jamestown,CA,65.28,High Risk (60–69%),25
95454,Laytonville,CA,66.5,High Risk (60–69%),25
57780,Scenic,SD,89.65,Lowest Risk (85%+),16
14810,Bath,NY,72.97,Medium Risk (70–79%),26
14058,Elba,NY,69.86,High Risk (60–69%),26
44481,Warren,OH,65.3,High Risk (60–69%),40
45209,Cincinnati,OH,83.19,Low Risk (80–84%),40
41180,Webbville,KY,76.51,Medium Risk (70–79%),13
57021,Davis,SD,54.67,Very High Risk (<60%),16
51637,College Springs,IA,67.51,High Risk (60–69%),9
76692,Whitney,TX,62.45,High Risk (60–69%),803
20646,La Plata,MD,80.32,Low Risk (80–84%),3
21136,Reisterstown,MD,72.31,Medium Risk (70–79%),3
01741,Carlisle,MA,77.86,Medium Risk (70–79%),0
74522,NA,NA,69.49,High Risk (60–69%),15
97536,Prospect,OR,77.09,Medium Risk (70–79%),1
97462,Oakland,OR,76.15,Medium Risk (70–79%),1
97380,Siletz,OR,71.02,Medium Risk (70–79%),1
87419,Navajo Dam,NM,73.75,Medium Risk (70–79%),100
71772,NA,NA,66.19,High Risk (60–69%),15
80503,Longmont,CO,74.51,Medium Risk (70–79%),35
80512,Bellvue,CO,80.67,Low Risk (80–84%),35
81323,Dolores,CO,62.88,High Risk (60–69%),35
31329,Springfield,GA,60.42,High Risk (60–69%),10
31771,Norman Park,GA,63.64,High Risk (60–69%),10
10505,Baldwin Place,NY,72.03,Medium Risk (70–79%),26
54531,Hazelhurst,WI,63.35,High Risk (60–69%),36
54931,NA,NA,69.12,High Risk (60–69%),15
15952,Salix,PA,64.99,High Risk (60–69%),16
06232,Andover,CT,74.85,Medium Risk (70–79%),1
06090,West Granby,CT,68.74,High Risk (60–69%),1
81152,San Luis,CO,67.92,High Risk (60–69%),35
32331,Greenville,FL,72.8,Medium Risk (70–79%),7
11579,Sea Cliff,NY,87.12,Lowest Risk (85%+),26
66112,Kansas City,KS,67.16,High Risk (60–69%),91
28645,Lenoir,NC,69.92,High Risk (60–69%),2
28562,New Bern,NC,73.16,Medium Risk (70–79%),2
27332,Sanford,NC,68.85,High Risk (60–69%),2
27983,Windsor,NC,66.14,High Risk (60–69%),2
28164,Stanley,NC,71.57,Medium Risk (70–79%),2
27301,Mc Leansville,NC,68.05,High Risk (60–69%),2
27707,Durham,NC,72.2,Medium Risk (70–79%),2
27886,Tarboro,NC,68.3,High Risk (60–69%),2
82729,Sundance,WY,74.61,Medium Risk (70–79%),15
82712,Beulah,WY,74.27,Medium Risk (70–79%),15
15434,Elco,PA,74.53,Medium Risk (70–79%),16
21869,Vienna,MD,78.83,Medium Risk (70–79%),3
97326,Blodgett,OR,66.95,High Risk (60–69%),1
78881,Sabinal,TX,59.06,Very High Risk (<60%),803
03581,Gorham,NH,74.07,Medium Risk (70–79%),0
45841,Jenera,OH,72.05,Medium Risk (70–79%),40
65278,NA,NA,71.58,Medium Risk (70–79%),15
64432,Clyde,MO,69.43,High Risk (60–69%),6
06450,Meriden,CT,75.3,Medium Risk (70–79%),1
52312,Morley,IA,40.76,Very High Risk (<60%),9
49880,Rock,MI,71.9,Medium Risk (70–79%),29
61955,Vermilion,IL,76.91,Medium Risk (70–79%),14
42729,Cub Run,KY,68.03,High Risk (60–69%),13
43717,Belle Valley,OH,74.57,Medium Risk (70–79%),40
76654,NA,NA,65.24,High Risk (60–69%),15
83301,Twin Falls,ID,81.63,Low Risk (80–84%),13
83226,Challis,ID,70.27,Medium Risk (70–79%),13
83622,Garden Valley,ID,73.88,Medium Risk (70–79%),13
83861,Saint Maries,ID,67.88,High Risk (60–69%),13
73567,NA,NA,93.54,Lowest Risk (85%+),15
73842,Freedom,OK,84.51,Low Risk (80–84%),17
19943,Felton,DE,71.17,Medium Risk (70–79%),0
32328,Eastpoint,FL,60.47,High Risk (60–69%),7
84537,Orangeville,UT,80.78,Low Risk (80–84%),176
77426,Chappell Hill,TX,56.85,Very High Risk (<60%),803
79517,Fluvanna,TX,76.82,Medium Risk (70–79%),803
04088,Waterford,ME,74.84,Medium Risk (70–79%),0
97640,Summer Lake,OR,73.88,Medium Risk (70–79%),1
07880,NA,NA,70.06,Medium Risk (70–79%),15
16140,NA,NA,73.29,Medium Risk (70–79%),15
26815,Sugar Grove,WV,64.27,High Risk (60–69%),0
15346,Mather,PA,72.91,Medium Risk (70–79%),16
01033,Granby,MA,78.85,Medium Risk (70–79%),0
52307,Middle Amana,IA,75.39,Medium Risk (70–79%),9
39086,Hermanville,MS,69.53,High Risk (60–69%),0
28318,Autryville,NC,69.73,High Risk (60–69%),2
50227,Popejoy,IA,66.75,High Risk (60–69%),9
85911,NA,NA,96.46,Lowest Risk (85%+),15
31825,Richland,GA,66.34,High Risk (60–69%),10
84762,Duck Creek Village,UT,69.97,High Risk (60–69%),176
04781,Wallagrass,ME,76.75,Medium Risk (70–79%),0
07014,Clifton,NJ,70,Medium Risk (70–79%),11
81331,Pleasant View,CO,74.31,Medium Risk (70–79%),35
03043,Francestown,NH,62.19,High Risk (60–69%),0
30070,NA,NA,76.91,Medium Risk (70–79%),15
15691,NA,NA,75.41,Medium Risk (70–79%),15
97346,Gates,OR,78.45,Medium Risk (70–79%),1
05904,Gilman,VT,86.39,Lowest Risk (85%+),2
04353,Whitefield,ME,67.53,High Risk (60–69%),0
83525,Elk City,ID,71.94,Medium Risk (70–79%),13
43553,NA,NA,87.45,Lowest Risk (85%+),15
74943,NA,NA,87.15,Lowest Risk (85%+),15
54637,Hustler,WI,77.01,Medium Risk (70–79%),36
50593,Varina,IA,28.48,Very High Risk (<60%),9
16601,Altoona,PA,74.28,Medium Risk (70–79%),16
17740,Jersey Shore,PA,77.01,Medium Risk (70–79%),16
15557,Rockwood,PA,77.2,Medium Risk (70–79%),16
16749,Smethport,PA,70.56,Medium Risk (70–79%),16
16335,Meadville,PA,76.08,Medium Risk (70–79%),16
16701,Bradford,PA,76.59,Medium Risk (70–79%),16
16914,Columbia Cross Roads,PA,66.45,High Risk (60–69%),16
19082,Upper Darby,PA,56.8,Very High Risk (<60%),16
30540,Ellijay,GA,66.39,High Risk (60–69%),10
30175,Talking Rock,GA,66.07,High Risk (60–69%),10
30734,Ranger,GA,61.63,High Risk (60–69%),10
30107,Ball Ground,GA,72.44,Medium Risk (70–79%),10
30445,Mount Vernon,GA,61.41,High Risk (60–69%),10
31639,Nashville,GA,62.69,High Risk (60–69%),10
31096,Wrightsville,GA,61.86,High Risk (60–69%),10
30223,Griffin,GA,67.27,High Risk (60–69%),10
48374,Novi,MI,84.39,Low Risk (80–84%),29
48309,Rochester,MI,86.77,Lowest Risk (85%+),29
07628,Dumont,NJ,77.99,Medium Risk (70–79%),11
07440,Pequannock,NJ,83.35,Low Risk (80–84%),11
07086,Weehawken,NJ,72.81,Medium Risk (70–79%),11
59068,Red Lodge,MT,72.75,Medium Risk (70–79%),36
63435,Canton,MO,74.59,Medium Risk (70–79%),6
65653,Forsyth,MO,69.04,High Risk (60–69%),6
64656,Ludlow,MO,77.56,Medium Risk (70–79%),6
98014,Carnation,WA,71.92,Medium Risk (70–79%),11
59825,Clinton,MT,66.61,High Risk (60–69%),36
59086,Wilsall,MT,81.45,Low Risk (80–84%),36
59046,Lavina,MT,85.67,Lowest Risk (85%+),36
59528,Hingham,MT,86.83,Lowest Risk (85%+),36
37072,Goodlettsville,TN,67,High Risk (60–69%),8
37664,Kingsport,TN,72.54,Medium Risk (70–79%),8
57702,Rapid City,SD,80.22,Low Risk (80–84%),16
57772,Porcupine,SD,83.7,Low Risk (80–84%),16
62801,Centralia,IL,76.88,Medium Risk (70–79%),14
62305,Quincy,IL,76.49,Medium Risk (70–79%),14
27889,Washington,NC,68.06,High Risk (60–69%),2
27565,Oxford,NC,67.28,High Risk (60–69%),2
60924,Cissna Park,IL,61.64,High Risk (60–69%),14
45769,Pomeroy,OH,70.46,Medium Risk (70–79%),40
40403,Berea,KY,73.22,Medium Risk (70–79%),13
42431,Madisonville,KY,76.83,Medium Risk (70–79%),13
42164,Scottsville,KY,74.01,Medium Risk (70–79%),13
40511,Lexington,KY,69.66,High Risk (60–69%),13
40004,Bardstown,KY,73.26,Medium Risk (70–79%),13
40056,Pewee Valley,KY,78.46,Medium Risk (70–79%),13
41064,Mount Olivet,KY,78.04,Medium Risk (70–79%),13
40143,Hardinsburg,KY,77.51,Medium Risk (70–79%),13
42025,Benton,KY,74.59,Medium Risk (70–79%),13
45122,Goshen,OH,65.21,High Risk (60–69%),40
42602,Albany,KY,77.03,Medium Risk (70–79%),13
53538,Fort Atkinson,WI,75.68,Medium Risk (70–79%),36
53105,Burlington,WI,74.99,Medium Risk (70–79%),36
54525,Gile,WI,80.35,Low Risk (80–84%),36
45806,Lima,OH,69.12,High Risk (60–69%),40
44107,Lakewood,OH,78.92,Medium Risk (70–79%),40
43926,Empire,OH,63.78,High Risk (60–69%),40
50455,Mc Intire,IA,67.32,High Risk (60–69%),9
50440,Grafton,IA,44.68,Very High Risk (<60%),9
50311,Des Moines,IA,58.05,Very High Risk (<60%),9
56044,Henderson,MN,69.57,High Risk (60–69%),26
56630,Blackduck,MN,63.85,High Risk (60–69%),26
55051,Mora,MN,72.47,Medium Risk (70–79%),26
56058,Le Sueur,MN,74.3,Medium Risk (70–79%),26
64477,Plattsburg,MO,75.94,Medium Risk (70–79%),6
58472,Montpelier,ND,70.72,Medium Risk (70–79%),36
58004,Amenia,ND,72.92,Medium Risk (70–79%),36
58581,Zeeland,ND,67.15,High Risk (60–69%),36
86046,Williams,AZ,62.7,High Risk (60–69%),205
86031,NA,NA,91.64,Lowest Risk (85%+),15
33612,Tampa,FL,51.21,Very High Risk (<60%),7
33830,Bartow,FL,60.75,High Risk (60–69%),7
32091,Starke,FL,67.51,High Risk (60–69%),7
33967,Fort Myers,FL,64.52,High Risk (60–69%),7
32909,Palm Bay,FL,63.34,High Risk (60–69%),7
46167,Pittsboro,IN,79.07,Medium Risk (70–79%),10
47112,Corydon,IN,75.93,Medium Risk (70–79%),10
24315,Bland,VA,78.68,Medium Risk (70–79%),5
22842,Mount Jackson,VA,75.23,Medium Risk (70–79%),5
23832,Chesterfield,VA,73.82,Medium Risk (70–79%),5
23803,Virginia State University,VA,68.22,High Risk (60–69%),5
23803,Petersburg,VA,68.22,High Risk (60–69%),5
24088,Ferrum,VA,83.47,Low Risk (80–84%),5
22572,Warsaw,VA,77.77,Medium Risk (70–79%),5
97338,Dallas,OR,75.06,Medium Risk (70–79%),1
16125,Greenville,PA,73.22,Medium Risk (70–79%),16
97527,Murphy,OR,74.8,Medium Risk (70–79%),1
97527,Grants Pass,OR,74.8,Medium Risk (70–79%),1
16151,NA,NA,95.68,Lowest Risk (85%+),15
18431,Honesdale,PA,75.21,Medium Risk (70–79%),16
39350,Philadelphia,MS,66.77,High Risk (60–69%),0
39483,Foxworth,MS,66.91,High Risk (60–69%),0
39211,Jackson,MS,72.6,Medium Risk (70–79%),0
39180,Vicksburg,MS,65.15,High Risk (60–69%),0
39338,Louin,MS,61.48,High Risk (60–69%),0
72015,Benton,AR,69.97,High Risk (60–69%),8
72556,Melbourne,AR,67.31,High Risk (60–69%),8
72832,Coal Hill,AR,70.45,Medium Risk (70–79%),8
72459,Ravenden,AR,74.83,Medium Risk (70–79%),8
74457,Proctor,OK,64.74,High Risk (60–69%),17
74048,Nowata,OK,68.1,High Risk (60–69%),17
73736,Fairmont,OK,71.95,Medium Risk (70–79%),17
73628,Cheyenne,OK,78.53,Medium Risk (70–79%),17
71342,Jena,LA,59.68,Very High Risk (<60%),3
88007,Dona Ana,NM,65.17,High Risk (60–69%),100
88007,Las Cruces,NM,65.17,High Risk (60–69%),100
87305,NA,NA,65.35,High Risk (60–69%),15
87499,NA,NA,86.52,Lowest Risk (85%+),15
11548,Greenvale,NY,82.08,Low Risk (80–84%),26
87825,Magdalena,NM,71.76,Medium Risk (70–79%),100
75462,Paris,TX,68.24,High Risk (60–69%),803
77021,Houston,TX,58.02,Very High Risk (<60%),803
78046,Laredo,TX,58.93,Very High Risk (<60%),803
77378,Willis,TX,62.04,High Risk (60–69%),803
78393,Woodsboro,TX,55.86,Very High Risk (<60%),803
79079,Shamrock,TX,67.35,High Risk (60–69%),803
76905,San Angelo,TX,61.38,High Risk (60–69%),803
78653,Manor,TX,69.09,High Risk (60–69%),803
75766,Jacksonville,TX,65.59,High Risk (60–69%),803
76065,Midlothian,TX,72.46,Medium Risk (70–79%),803
23842,Disputanta,VA,76.23,Medium Risk (70–79%),5
35957,Boaz,AL,63.39,High Risk (60–69%),1
35007,Alabaster,AL,70.84,Medium Risk (70–79%),1
26264,Durbin,WV,65.12,High Risk (60–69%),0
25301,Charleston,WV,66.78,High Risk (60–69%),0
77554,Galveston,TX,49.6,Very High Risk (<60%),803
92544,Hemet,CA,64.83,High Risk (60–69%),25
95206,Stockton,CA,69.38,High Risk (60–69%),25
95041,Mount Hermon,CA,72.98,Medium Risk (70–79%),25
95472,Sebastopol,CA,59.14,Very High Risk (<60%),25
95963,Orland,CA,61.95,High Risk (60–69%),25
92273,Seeley,CA,64.33,High Risk (60–69%),25
13440,Rome,NY,74.31,Medium Risk (70–79%),26
10473,Bronx,NY,61.6,High Risk (60–69%),26
92283,Winterhaven,CA,66.03,High Risk (60–69%),25
75554,Avery,TX,77.15,Medium Risk (70–79%),803
75661,Karnack,TX,57.3,Very High Risk (<60%),803
75803,Palestine,TX,57.41,Very High Risk (<60%),803
76502,Temple,TX,68.59,High Risk (60–69%),803
01570,Webster,MA,80.32,Low Risk (80–84%),0
49663,Manton,MI,66.36,High Risk (60–69%),29
01608,Worcester,MA,71.18,Medium Risk (70–79%),0
67202,Wichita,KS,66.07,High Risk (60–69%),91
54850,La Pointe,WI,64.34,High Risk (60–69%),36
82930,Evanston,WY,76.66,Medium Risk (70–79%),15
98237,Concrete,WA,76.58,Medium Risk (70–79%),11
10036,New York,NY,80.11,Low Risk (80–84%),26
03447,Fitzwilliam,NH,63.76,High Risk (60–69%),0
69141,Gurley,NE,68.94,High Risk (60–69%),5
68785,Waterbury,NE,65.49,High Risk (60–69%),5
76104,Fort Worth,TX,62.26,High Risk (60–69%),803
85922,Blue,AZ,75.26,Medium Risk (70–79%),205
95246,Mountain Ranch,CA,65.81,High Risk (60–69%),25
50026,Bagley,IA,53.7,Very High Risk (<60%),9
29620,Abbeville,SC,68.39,High Risk (60–69%),224
29016,Blythewood,SC,70.23,Medium Risk (70–79%),224
07927,Cedar Knolls,NJ,81.7,Low Risk (80–84%),11
04236,Greene,ME,72.02,Medium Risk (70–79%),0
04864,Warren,ME,72.95,Medium Risk (70–79%),0
98362,Port Angeles,WA,68.14,High Risk (60–69%),11
83422,Driggs,ID,70.44,Medium Risk (70–79%),13
62824,Clay City,IL,80.19,Low Risk (80–84%),14
78622,NA,NA,60.09,High Risk (60–69%),15
35179,Vinemont,AL,63.89,High Risk (60–69%),1
36582,Theodore,AL,64.28,High Risk (60–69%),1
36108,Montgomery,AL,58.04,Very High Risk (<60%),1
35541,Arley,AL,64.37,High Risk (60–69%),1
48039,Marine City,MI,81.29,Low Risk (80–84%),29
49862,Munising,MI,65.19,High Risk (60–69%),29
19436,Gwynedd,PA,72.84,Medium Risk (70–79%),16
19095,Wyncote,PA,65.16,High Risk (60–69%),16
87830,Reserve,NM,61.02,High Risk (60–69%),100
15034,Dravosburg,PA,82.99,Low Risk (80–84%),16
39482,Sumrall,MS,72.39,Medium Risk (70–79%),0
32361,NA,NA,62.6,High Risk (60–69%),15
62231,Carlyle,IL,78.52,Medium Risk (70–79%),14
60458,Justice,IL,62.44,High Risk (60–69%),14
38260,Troy,TN,81.31,Low Risk (80–84%),8
35961,Collinsville,AL,65.37,High Risk (60–69%),1
36024,Eclectic,AL,75.4,Medium Risk (70–79%),1
35072,Goodwater,AL,64.28,High Risk (60–69%),1
38618,Coldwater,MS,77.8,Medium Risk (70–79%),0
11355,Flushing,NY,67.91,High Risk (60–69%),26
14201,Buffalo,NY,60.23,High Risk (60–69%),26
11697,Breezy Point,NY,85.08,Lowest Risk (85%+),26
40078,Willisburg,KY,76.03,Medium Risk (70–79%),13
40507,Lexington,KY,77.81,Medium Risk (70–79%),13
42533,Ferguson,KY,69.68,High Risk (60–69%),13
21005,Aberdeen Proving Ground,MD,91.07,Lowest Risk (85%+),3
02717,East Freetown,MA,80.79,Low Risk (80–84%),0
20851,Rockville,MD,75.05,Medium Risk (70–79%),3
97760,Terrebonne,OR,75.01,Medium Risk (70–79%),1
97868,Pilot Rock,OR,77.4,Medium Risk (70–79%),1
35466,Gordo,AL,66,High Risk (60–69%),1
81623,Carbondale,CO,74.34,Medium Risk (70–79%),35
81137,Ignacio,CO,75.6,Medium Risk (70–79%),35
80433,Conifer,CO,78.96,Medium Risk (70–79%),35
30606,Athens,GA,75.41,Medium Risk (70–79%),10
